id,customer_number,name,chain_name,segment,country,city,postal_code,street,vat_number,email_domain,phone,credit_limit,payment_terms_days,customer_discount_pct,account_manager_id,created_at,active
122,C-10122,Stigfinnare Uppsala Drottninggatan,Stigfinnare,CHAIN_STORE,SE,Uppsala,753 10,Norra Esplanaden 93,SE793605189101,stigfinnare.example,+46 70 616 08 99,25000.00,30,0.0,9,2023-10-21,true
123,C-10123,Stigfinnare Karlstad Storgatan,Stigfinnare,CHAIN_STORE,SE,Karlstad,652 24,Skolgatan 30,SE724118610701,stigfinnare.example,+46 70 370 38 46,15000.00,30,5.0,10,2024-05-13,true
124,C-10124,Stigfinnare Aalborg Havnevej,Stigfinnare,CHAIN_STORE,DK,Aalborg,9000,Skolevej 75,DK26968681,stigfinnare.example,+45 75 33 26 92,5000.00,30,0.0,9,2026-08-10,true
125,C-10125,Brevidde Friluft Drammen,Brevidde Friluft,CHAIN_STORE,NO,Drammen,3015,Industriveien 76,NO164175583MVA,brevidde.friluft.example,+47 963 93 539,10000.00,30,0.0,8,2026-05-22,true
126,C-10126,Brevidde Friluft Hamar,Brevidde Friluft,CHAIN_STORE,NO,Hamar,2317,Torggata 2,NO578377526MVA,brevidde.friluft.example,+47 907 86 371,5000.00,30,10.0,10,2017-04-02,true
127,C-10127,Brevidde Friluft Bodø,Brevidde Friluft,CHAIN_STORE,NO,Bodø,8006,Storgata 97,NO813809305MVA,brevidde.friluft.example,+47 967 92 467,15000.00,30,12.0,10,2021-12-03,true
128,C-10128,Brevidde Friluft Drammen Havnegata,Brevidde Friluft,CHAIN_STORE,NO,Drammen,3015,Torggata 43,NO999998190MVA,brevidde.friluft.example,+47 946 42 878,15000.00,60,0.0,10,2018-08-06,true
129,C-10129,Brevidde Friluft Kristiansand,Brevidde Friluft,CHAIN_STORE,NO,Kristiansand,4610,Torggata 86,NO189764810MVA,brevidde.friluft.example,+47 923 30 273,5000.00,30,0.0,10,2020-01-31,true
130,C-10130,Brevidde Friluft Bodø Havnegata,Brevidde Friluft,CHAIN_STORE,NO,Bodø,8006,Kirkegata 70,NO877206474MVA,brevidde.friluft.example,+47 953 29 403,100000.00,14,0.0,10,2020-07-11,true
131,C-10131,Brevidde Friluft Bodø Kirkegata,Brevidde Friluft,CHAIN_STORE,NO,Bodø,8006,Kirkegata 32,NO482075195MVA,brevidde.friluft.example,+47 938 52 986,5000.00,45,5.0,9,2020-11-19,true
132,C-10132,Brevidde Friluft Stavanger,Brevidde Friluft,CHAIN_STORE,NO,Stavanger,4006,Storgata 29,NO517381617MVA,brevidde.friluft.example,+47 968 17 721,60000.00,60,2.0,8,2025-07-06,true
133,C-10133,Brevidde Friluft Tromsø,Brevidde Friluft,CHAIN_STORE,NO,Tromsø,9008,Skoleveien 89,NO163262926MVA,brevidde.friluft.example,+47 949 15 201,5000.00,30,5.0,10,2021-06-10,true
134,C-10134,Brevidde Friluft Lillehammer,Brevidde Friluft,CHAIN_STORE,NO,Lillehammer,2609,Storgata 38,NO391492378MVA,brevidde.friluft.example,+47 982 14 389,10000.00,45,0.0,10,2023-01-08,true
135,C-10135,Brevidde Friluft Stavanger Kirkegata,Brevidde Friluft,CHAIN_STORE,NO,Stavanger,4006,Havnegata 118,NO640429818MVA,brevidde.friluft.example,+47 950 91 872,60000.00,14,7.5,9,2020-07-11,true
136,C-10136,Brevidde Friluft Oslo,Brevidde Friluft,CHAIN_STORE,NO,Oslo,0150,Torggata 116,NO170086437MVA,brevidde.friluft.example,+47 974 68 577,60000.00,14,5.0,10,2017-06-02,true
137,C-10137,Brevidde Friluft Tromsø Fjellveien,Brevidde Friluft,CHAIN_STORE,NO,Tromsø,9008,Storgata 80,NO867501483MVA,brevidde.friluft.example,+47 957 63 477,15000.00,30,7.5,10,2024-05-17,true
138,C-10138,Brevidde Friluft Hamar Fjellveien,Brevidde Friluft,CHAIN_STORE,NO,Hamar,2317,Torggata 59,NO221987250MVA,brevidde.friluft.example,+47 965 58 838,40000.00,60,7.5,8,2024-08-20,true
139,C-10139,Brevidde Friluft Ålesund,Brevidde Friluft,CHAIN_STORE,NO,Ålesund,6002,Fjellveien 99,NO971464224MVA,brevidde.friluft.example,+47 937 17 957,100000.00,30,0.0,9,2017-11-24,true
140,C-10140,Brevidde Friluft Bodø Skoleveien,Brevidde Friluft,CHAIN_STORE,NO,Bodø,8006,Skoleveien 2,NO176903659MVA,brevidde.friluft.example,+47 978 75 788,25000.00,30,10.0,8,2023-01-28,true
141,C-10141,Brevidde Friluft Hamar Kirkegata,Brevidde Friluft,CHAIN_STORE,NO,Hamar,2317,Fjellveien 60,NO083830700MVA,brevidde.friluft.example,+47 900 64 367,15000.00,30,12.0,8,2025-05-29,true
142,C-10142,Brevidde Friluft Tromsø Industriveien,Brevidde Friluft,CHAIN_STORE,NO,Tromsø,9008,Strandveien 15,NO204751813MVA,brevidde.friluft.example,+47 927 29 096,10000.00,30,0.0,8,2020-02-17,true
143,C-10143,Brevidde Friluft Hamar Torggata,Brevidde Friluft,CHAIN_STORE,NO,Hamar,2317,Strandveien 72,NO021003632MVA,brevidde.friluft.example,+47 912 77 570,100000.00,45,12.0,8,2018-04-22,true
144,C-10144,Brevidde Friluft Bergen,Brevidde Friluft,CHAIN_STORE,NO,Bergen,5003,Fjellveien 89,NO866449994MVA,brevidde.friluft.example,+47 905 91 007,15000.00,30,5.0,8,2017-06-05,true
145,C-10145,Brevidde Friluft Drammen Industriveien,Brevidde Friluft,CHAIN_STORE,NO,Drammen,3015,Storgata 28,NO982267773MVA,brevidde.friluft.example,+47 901 83 392,60000.00,30,5.0,8,2020-07-10,true
146,C-10146,Brevidde Friluft Hamar Storgata,Brevidde Friluft,CHAIN_STORE,NO,Hamar,2317,Torggata 42,NO897812245MVA,brevidde.friluft.example,+47 997 63 515,15000.00,30,0.0,10,2022-07-16,true
147,C-10147,Suuntima Sport Helsinki,Suuntima Sport,CHAIN_STORE,FI,Helsinki,00100,Mannerheimintie 66,FI34482912,suuntima.sport.example,+358 40 829 2241,10000.00,14,12.0,9,2020-11-21,true
148,C-10148,Suuntima Sport Oulu,Suuntima Sport,CHAIN_STORE,FI,Oulu,90100,Asemakatu 13,FI02165929,suuntima.sport.example,+358 40 062 9235,10000.00,30,0.0,10,2015-06-27,false
149,C-10149,Suuntima Sport Seinäjoki,Suuntima Sport,CHAIN_STORE,FI,Seinäjoki,60100,Torikatu 64,FI22326171,suuntima.sport.example,+358 40 182 1213,15000.00,14,12.0,8,2018-01-31,true
150,C-10150,Suuntima Sport Kittilä,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Torikatu 8,FI86514300,suuntima.sport.example,+358 40 606 8608,25000.00,30,10.0,10,2018-11-12,true
151,C-10151,Suuntima Sport Kuusamo,Suuntima Sport,CHAIN_STORE,FI,Kuusamo,93600,Rantatie 100,FI21885223,suuntima.sport.example,+358 40 309 4541,15000.00,30,2.0,8,2019-07-24,true
152,C-10152,Suuntima Sport Kittilä Torikatu,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Rantatie 93,FI52696705,suuntima.sport.example,+358 40 265 8046,60000.00,30,7.5,8,2015-05-02,true
153,C-10153,Suuntima Sport Seinäjoki Mannerheimintie,Suuntima Sport,CHAIN_STORE,FI,Seinäjoki,60100,Kauppakatu 48,FI69161041,suuntima.sport.example,+358 40 646 8418,100000.00,45,5.0,8,2024-01-18,true
154,C-10154,Suuntima Sport Helsinki Rantatie,Suuntima Sport,CHAIN_STORE,FI,Helsinki,00100,Teollisuustie 105,FI63786391,suuntima.sport.example,+358 40 864 5350,60000.00,60,12.0,9,2022-04-23,false
155,C-10155,Suuntima Sport Kittilä Teollisuustie,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Rantatie 30,FI08964846,suuntima.sport.example,+358 40 089 4384,10000.00,30,0.0,10,2023-05-20,true
156,C-10156,Suuntima Sport Vaasa,Suuntima Sport,CHAIN_STORE,FI,Vaasa,65100,Asemakatu 27,FI97181615,suuntima.sport.example,+358 40 895 2653,25000.00,30,12.0,8,2019-09-16,true
157,C-10157,Suuntima Sport Jyväskylä,Suuntima Sport,CHAIN_STORE,FI,Jyväskylä,40100,Rantatie 73,FI41954957,suuntima.sport.example,+358 40 134 2468,40000.00,45,5.0,10,2026-08-28,true
158,C-10158,Suuntima Sport Lahti,Suuntima Sport,CHAIN_STORE,FI,Lahti,15100,Rantatie 43,FI61065807,suuntima.sport.example,+358 40 191 7064,25000.00,30,12.0,8,2022-07-28,true
159,C-10159,Suuntima Sport Espoo,Suuntima Sport,CHAIN_STORE,FI,Espoo,02100,Mannerheimintie 39,FI67646669,suuntima.sport.example,+358 40 888 0280,60000.00,60,10.0,10,2026-07-13,true
160,C-10160,Suuntima Sport Kuopio,Suuntima Sport,CHAIN_STORE,FI,Kuopio,70100,Mannerheimintie 76,FI72447753,suuntima.sport.example,+358 40 551 3007,25000.00,30,0.0,8,2021-04-03,true
161,C-10161,Suuntima Sport Kittilä Keskuskatu,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Puistokatu 84,FI21001532,suuntima.sport.example,+358 40 050 1012,15000.00,14,10.0,10,2021-09-20,true
162,C-10162,Suuntima Sport Hämeenlinna,Suuntima Sport,CHAIN_STORE,FI,Hämeenlinna,13100,Kauppakatu 106,FI63222282,suuntima.sport.example,+358 40 038 5180,60000.00,30,7.5,9,2022-07-12,false
163,C-10163,Suuntima Sport Rovaniemi Rantatie,Suuntima Sport,CHAIN_STORE,FI,Rovaniemi,96100,Teollisuustie 40,FI99498762,suuntima.sport.example,+358 40 497 3608,60000.00,60,12.0,8,2021-05-12,true
164,C-10164,Suuntima Sport Oulu Hämeenkatu,Suuntima Sport,CHAIN_STORE,FI,Oulu,90100,Yliopistonkatu 18,FI61664000,suuntima.sport.example,+358 40 089 6203,10000.00,14,10.0,9,2025-07-09,true
165,C-10165,Suuntima Sport Jyväskylä Hämeenkatu,Suuntima Sport,CHAIN_STORE,FI,Jyväskylä,40100,Keskuskatu 54,FI32972678,suuntima.sport.example,+358 40 654 0144,60000.00,14,5.0,8,2024-09-27,true
166,C-10166,Suuntima Sport Kittilä Hämeenkatu,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Torikatu 94,FI70958605,suuntima.sport.example,+358 40 451 1987,60000.00,30,0.0,8,2026-05-11,true
167,C-10167,Suuntima Sport Tampere,Suuntima Sport,CHAIN_STORE,FI,Tampere,33100,Teollisuustie 68,FI90333741,suuntima.sport.example,+358 40 074 0702,5000.00,60,2.0,8,2016-10-24,true
168,C-10168,Suuntima Sport Kittilä Asemakatu,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Puistokatu 40,FI43242357,suuntima.sport.example,+358 40 199 3515,25000.00,45,0.0,10,2020-05-30,true
169,C-10169,Suuntima Sport Kittilä Yliopistonkatu,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Mannerheimintie 71,FI13228304,suuntima.sport.example,+358 40 983 3762,60000.00,14,10.0,8,2022-04-24,true
170,C-10170,Suuntima Sport Kokkola,Suuntima Sport,CHAIN_STORE,FI,Kokkola,67100,Asemakatu 70,FI46904235,suuntima.sport.example,+358 40 254 0669,100000.00,60,0.0,9,2021-11-21,true
171,C-10171,Suuntima Sport Kittilä Mannerheimintie,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Asemakatu 99,FI72072735,suuntima.sport.example,+358 40 928 0493,10000.00,45,0.0,10,2019-09-02,true
172,C-10172,Suuntima Sport Seinäjoki Keskuskatu,Suuntima Sport,CHAIN_STORE,FI,Seinäjoki,60100,Rantatie 18,FI79465448,suuntima.sport.example,+358 40 012 6618,40000.00,45,3.0,10,2022-10-14,true
173,C-10173,Suuntima Sport Kittilä Kauppakatu,Suuntima Sport,CHAIN_STORE,FI,Kittilä,99100,Yliopistonkatu 105,FI95212967,suuntima.sport.example,+358 40 088 5068,40000.00,60,0.0,9,2023-07-16,true
174,C-10174,Kystlinje Sport Copenhagen,Kystlinje Sport,CHAIN_STORE,DK,Copenhagen,1050,Industrivej 102,DK66328201,kystlinje.sport.example,+45 78 90 84 55,25000.00,30,0.0,10,2017-10-22,true
175,C-10175,Kystlinje Sport Aarhus Vestergade,Kystlinje Sport,CHAIN_STORE,DK,Aarhus,8000,Industrivej 29,DK43142286,kystlinje.sport.example,+45 57 57 06 26,10000.00,30,10.0,10,2026-01-15,true
176,C-10176,Kystlinje Sport Aarhus Hovedgaden,Kystlinje Sport,CHAIN_STORE,DK,Aarhus,8000,Vestergade 102,DK25785107,kystlinje.sport.example,+45 67 12 77 83,5000.00,30,5.0,8,2023-04-07,true
177,C-10177,Kystlinje Sport Odense,Kystlinje Sport,CHAIN_STORE,DK,Odense,5000,Skolevej 5,DK39169184,kystlinje.sport.example,+45 16 07 73 02,5000.00,30,12.0,8,2023-07-21,true
178,C-10178,Kystlinje Sport Esbjerg,Kystlinje Sport,CHAIN_STORE,DK,Esbjerg,6700,Havnevej 115,DK22837344,kystlinje.sport.example,+45 77 34 02 19,10000.00,14,0.0,10,2015-09-16,true
179,C-10179,Kystlinje Sport Kolding,Kystlinje Sport,CHAIN_STORE,DK,Kolding,6000,Vestergade 64,DK33738330,kystlinje.sport.example,+45 52 26 78 68,5000.00,45,0.0,8,2018-03-10,true
180,C-10180,Kystlinje Sport Odense Østergade,Kystlinje Sport,CHAIN_STORE,DK,Odense,5000,Vestergade 2,DK23340310,kystlinje.sport.example,+45 70 93 64 43,15000.00,30,0.0,10,2026-05-23,true
181,C-10181,Kystlinje Sport Copenhagen Hovedgaden,Kystlinje Sport,CHAIN_STORE,DK,Copenhagen,1050,Havnevej 84,DK12745297,kystlinje.sport.example,+45 21 36 70 55,15000.00,45,0.0,8,2019-05-20,false
182,C-10182,Kystlinje Sport Aalborg,Kystlinje Sport,CHAIN_STORE,DK,Aalborg,9000,Vestergade 22,DK45541747,kystlinje.sport.example,+45 21 59 22 91,100000.00,45,2.0,10,2018-04-16,true
183,C-10183,Kystlinje Sport Kolding Vestergade,Kystlinje Sport,CHAIN_STORE,DK,Kolding,6000,Nørregade 3,DK61663006,kystlinje.sport.example,+45 53 88 64 27,10000.00,30,12.0,9,2018-05-30,true
184,C-10184,Kystlinje Sport Roskilde,Kystlinje Sport,CHAIN_STORE,DK,Roskilde,4000,Vestergade 63,DK73021813,kystlinje.sport.example,+45 22 30 79 24,40000.00,14,0.0,8,2024-08-16,true
185,C-10185,Kystlinje Sport Esbjerg Vestergade,Kystlinje Sport,CHAIN_STORE,DK,Esbjerg,6700,Hovedgaden 33,DK90842833,kystlinje.sport.example,+45 48 32 52 53,15000.00,14,5.0,8,2026-07-01,true
186,C-10186,Kystlinje Sport Kolding Skolevej,Kystlinje Sport,CHAIN_STORE,DK,Kolding,6000,Havnevej 92,DK71875131,kystlinje.sport.example,+45 62 13 02 09,40000.00,30,5.0,9,2016-04-13,true
187,C-10187,Kystlinje Sport Aarhus Industrivej,Kystlinje Sport,CHAIN_STORE,DK,Aarhus,8000,Nørregade 47,DK36203150,kystlinje.sport.example,+45 45 47 78 12,25000.00,30,12.0,8,2022-05-30,true
188,C-10188,Kystlinje Sport Aalborg Havnevej,Kystlinje Sport,CHAIN_STORE,DK,Aalborg,9000,Nørregade 42,DK37856307,kystlinje.sport.example,+45 83 81 19 66,5000.00,45,2.0,9,2019-02-12,true
189,C-10189,Vidderna Sport Falun,Vidderna Sport,CHAIN_STORE,SE,Falun,791 71,Industrivägen 2,SE179222444201,vidderna.sport.example,+46 70 903 92 15,5000.00,30,0.0,10,2021-12-25,true
190,C-10190,Vidderna Sport Linköping,Vidderna Sport,CHAIN_STORE,SE,Linköping,582 22,Norra Esplanaden 73,SE970735621201,vidderna.sport.example,+46 70 757 59 94,10000.00,14,0.0,8,2025-12-30,true
191,C-10191,Vidderna Sport Örebro,Vidderna Sport,CHAIN_STORE,SE,Örebro,702 11,Järnvägsgatan 8,SE402328193301,vidderna.sport.example,+46 70 073 00 30,15000.00,14,3.0,9,2018-10-28,true
192,C-10192,Vidderna Sport Luleå,Vidderna Sport,CHAIN_STORE,SE,Luleå,972 31,Kungsgatan 29,SE491604641501,vidderna.sport.example,+46 70 433 24 17,15000.00,30,0.0,10,2022-05-30,true
193,C-10193,Vidderna Sport Stockholm,Vidderna Sport,CHAIN_STORE,SE,Stockholm,111 20,Storgatan 33,SE998393224401,vidderna.sport.example,+46 70 270 42 26,15000.00,14,3.0,8,2017-03-13,true
194,C-10194,Vidderna Sport Luleå Storgatan,Vidderna Sport,CHAIN_STORE,SE,Luleå,972 31,Skolgatan 95,SE631578492301,vidderna.sport.example,+46 70 830 71 52,10000.00,45,10.0,8,2018-05-28,true
195,C-10195,Vidderna Sport Sundsvall,Vidderna Sport,CHAIN_STORE,SE,Sundsvall,852 30,Storgatan 7,SE096186808601,vidderna.sport.example,+46 70 348 48 90,15000.00,30,5.0,10,2019-12-15,true
196,C-10196,Vidderna Sport Luleå Norra,Vidderna Sport,CHAIN_STORE,SE,Luleå,972 31,Skolgatan 95,SE724046916901,vidderna.sport.example,+46 70 209 44 12,40000.00,30,7.5,9,2018-11-24,true
197,C-10197,Vidderna Sport Östersund,Vidderna Sport,CHAIN_STORE,SE,Östersund,831 30,Industrivägen 26,SE521642611001,vidderna.sport.example,+46 70 163 93 52,60000.00,60,5.0,9,2021-09-29,true
198,C-10198,Vidderna Sport Falun Skolgatan,Vidderna Sport,CHAIN_STORE,SE,Falun,791 71,Skolgatan 103,SE508663202501,vidderna.sport.example,+46 70 612 90 51,60000.00,45,2.0,9,2026-07-27,true
199,C-10199,Vidderna Sport Falun Norra,Vidderna Sport,CHAIN_STORE,SE,Falun,791 71,Norra Esplanaden 115,SE046360585601,vidderna.sport.example,+46 70 807 00 97,25000.00,30,10.0,10,2017-06-06,true
200,C-10200,Vidderna Sport Gävle,Vidderna Sport,CHAIN_STORE,SE,Gävle,803 20,Industrivägen 18,SE842269154801,vidderna.sport.example,+46 70 669 55 67,5000.00,60,0.0,8,2026-06-01,true
201,C-10201,Vidderna Sport Stockholm Kungsgatan,Vidderna Sport,CHAIN_STORE,SE,Stockholm,111 20,Kungsgatan 74,SE607403485501,vidderna.sport.example,+46 70 177 80 07,100000.00,14,0.0,9,2015-11-01,false
202,C-10202,Vidderna Sport Göteborg,Vidderna Sport,CHAIN_STORE,SE,Göteborg,411 04,Drottninggatan 85,SE958037839201,vidderna.sport.example,+46 70 434 66 69,25000.00,45,0.0,8,2015-05-25,true
203,C-10203,Vidderna Sport Östersund Drottninggatan,Vidderna Sport,CHAIN_STORE,SE,Östersund,831 30,Skolgatan 94,SE955469063101,vidderna.sport.example,+46 70 601 26 59,60000.00,60,10.0,9,2016-01-24,false
204,C-10204,Vidderna Sport Luleå Järnvägsgatan,Vidderna Sport,CHAIN_STORE,SE,Luleå,972 31,Skolgatan 85,SE720028433001,vidderna.sport.example,+46 70 963 58 04,10000.00,30,0.0,8,2020-09-10,true
205,C-10205,Vidderna Sport Uppsala,Vidderna Sport,CHAIN_STORE,SE,Uppsala,753 10,Kungsgatan 119,SE262163318101,vidderna.sport.example,+46 70 829 57 80,25000.00,60,0.0,8,2022-02-17,true
206,C-10206,Vidderna Sport Östersund Storgatan,Vidderna Sport,CHAIN_STORE,SE,Östersund,831 30,Industrivägen 119,SE952711260601,vidderna.sport.example,+46 70 394 43 51,5000.00,30,0.0,9,2022-01-19,true
207,C-10207,Vidderna Sport Falun Kungsgatan,Vidderna Sport,CHAIN_STORE,SE,Falun,791 71,Norra Esplanaden 60,SE344418483801,vidderna.sport.example,+46 70 021 75 60,25000.00,30,3.0,8,2025-06-18,true
208,C-10208,Kairankulma Helsinki,Kairankulma,CHAIN_STORE,FI,Helsinki,00100,Puistokatu 76,FI81787029,kairankulma.example,+358 40 964 8177,15000.00,60,0.0,9,2026-08-03,true
209,C-10209,Kairankulma Tampere,Kairankulma,CHAIN_STORE,FI,Tampere,33100,Yliopistonkatu 77,FI44014562,kairankulma.example,+358 40 472 4100,60000.00,30,0.0,8,2015-09-24,true
210,C-10210,Kairankulma Tampere Teollisuustie,Kairankulma,CHAIN_STORE,FI,Tampere,33100,Keskuskatu 23,FI03297472,kairankulma.example,+358 40 090 3398,40000.00,60,0.0,10,2021-09-23,true
211,C-10211,Kairankulma Hämeenlinna,Kairankulma,CHAIN_STORE,FI,Hämeenlinna,13100,Yliopistonkatu 95,FI90399451,kairankulma.example,+358 40 035 5129,25000.00,14,7.5,9,2026-04-10,true
212,C-10212,Kairankulma Oulu,Kairankulma,CHAIN_STORE,FI,Oulu,90100,Torikatu 14,FI13487153,kairankulma.example,+358 40 299 6094,5000.00,30,7.5,10,2018-05-20,false
213,C-10213,Kairankulma Joensuu,Kairankulma,CHAIN_STORE,FI,Joensuu,80100,Puistokatu 44,FI41980449,kairankulma.example,+358 40 315 9417,40000.00,60,3.0,9,2022-10-16,true
214,C-10214,Kairankulma Jyväskylä,Kairankulma,CHAIN_STORE,FI,Jyväskylä,40100,Rantatie 37,FI80158986,kairankulma.example,+358 40 628 4588,10000.00,14,3.0,8,2015-01-17,true
215,C-10215,Kairankulma Joensuu Asemakatu,Kairankulma,CHAIN_STORE,FI,Joensuu,80100,Rantatie 21,FI45973819,kairankulma.example,+358 40 525 7349,100000.00,60,0.0,9,2015-07-22,true
216,C-10216,Kairankulma Joensuu Hämeenkatu,Kairankulma,CHAIN_STORE,FI,Joensuu,80100,Torikatu 13,FI96955779,kairankulma.example,+358 40 808 4036,5000.00,45,2.0,8,2015-08-15,true
217,C-10217,Kairankulma Seinäjoki,Kairankulma,CHAIN_STORE,FI,Seinäjoki,60100,Puistokatu 72,FI67913442,kairankulma.example,+358 40 965 9426,15000.00,30,0.0,8,2015-04-17,true
218,C-10218,Kairankulma Joensuu Keskuskatu,Kairankulma,CHAIN_STORE,FI,Joensuu,80100,Puistokatu 36,FI51473696,kairankulma.example,+358 40 866 5189,5000.00,30,5.0,9,2015-04-05,true
219,C-10219,Kairankulma Kittilä,Kairankulma,CHAIN_STORE,FI,Kittilä,99100,Teollisuustie 56,FI68038546,kairankulma.example,+358 40 886 7326,100000.00,30,3.0,9,2015-11-10,true
220,C-10220,Östersund Scouts,,CLUB_OR_SCHOOL,SE,Östersund,831 30,Storgatan 118,SE400557321801,ostersund.scouts.example,+46 70 726 95 21,10000.00,30,0.0,9,2026-04-30,true
221,C-10221,Trail Sport & Fritid Oy,,INDEPENDENT,FI,Oulu,90100,Rantatie 24,FI28301002,trail.sport.fritid.example,+358 40 303 3949,5000.00,30,5.0,9,2021-01-15,true
222,C-10222,Schmidt Friluft GmbH,,INDEPENDENT,DE,Berlin,10115,Bergweg 105,DE256858063,schmidt.friluft.example,+49 40 0293531,40000.00,30,0.0,8,2019-12-18,true
223,C-10223,Vaara24 AS,,ONLINE,NO,Drammen,3015,Fjellveien 69,NO419444904MVA,vaara24.example,+47 916 04 549,60000.00,14,0.0,8,2020-01-09,true
224,C-10224,Aarhus Retki ApS,,INDEPENDENT,DK,Aarhus,8000,Østergade 3,DK05901535,aarhus.retki.example,+45 64 09 92 76,10000.00,45,7.5,8,2019-08-07,true
225,C-10225,Berlin Outfitters GmbH,,INDEPENDENT,DE,Berlin,10115,Am Markt 88,DE180387216,berlin.outfitters.example,+49 40 0596700,10000.00,30,0.0,9,2021-03-11,true
226,C-10226,Metsä Sport Oy,,INDEPENDENT,FI,Oulu,90100,Rantatie 45,FI33351000,metsa.sport.example,+358 40 104 3746,40000.00,30,0.0,9,2021-06-02,true
227,C-10227,Loiste Friluft Oy,,INDEPENDENT,FI,Jyväskylä,40100,Mannerheimintie 87,FI62349374,loiste.friluft.example,+358 40 555 2760,25000.00,30,0.0,10,2022-09-04,true
228,C-10228,Johansson Outdoor AB,,INDEPENDENT,SE,Gävle,803 20,Järnvägsgatan 2,SE287744473801,johansson.outdoor.example,+46 70 209 73 12,40000.00,30,10.0,8,2020-08-31,true
229,C-10229,Ridge24 AS,,ONLINE,NO,Lillehammer,2609,Storgata 69,NO606925773MVA,ridge24.example,+47 935 92 631,10000.00,30,7.5,10,2023-04-01,true
230,C-10230,Vinter Trekking AS,,INDEPENDENT,NO,Hamar,2317,Skoleveien 43,NO080450168MVA,vinter.trekking.example,+47 956 32 232,40000.00,45,0.0,9,2025-09-14,true
231,C-10231,Falun Rental AB,,RENTAL_OUTFITTER,SE,Falun,791 71,Fjällvägen 58,SE311038656201,falun.rental.example,+46 70 708 15 72,25000.00,30,5.0,9,2021-06-30,true
232,C-10232,Seinäjoki Urheilu Oy,,INDEPENDENT,FI,Seinäjoki,60100,Kauppakatu 43,FI68762404,seinajoki.urheilu.example,+358 40 480 2926,25000.00,30,0.0,9,2024-12-06,true
233,C-10233,Stavanger Guides AS,,RENTAL_OUTFITTER,NO,Stavanger,4006,Kirkegata 76,NO401693277MVA,stavanger.guides.example,+47 936 18 030,10000.00,45,2.0,9,2023-09-20,true
234,C-10234,Rakka Fritid GmbH,,INDEPENDENT,DE,Hamburg,20095,Hauptstraße 9,DE552404718,rakka.fritid.example,+49 40 0770673,10000.00,45,10.0,9,2021-02-04,true
235,C-10235,Aapagear AB,,ONLINE,SE,Karlstad,652 24,Fjällvägen 10,SE409752918401,aapagear.example,+46 70 217 40 46,60000.00,14,5.0,9,2026-06-02,true
236,C-10236,Nietos Retki AS,,DEPARTMENT_STORE,NO,Tromsø,9008,Torggata 112,NO561768845MVA,nietos.retki.example,+47 906 13 193,10000.00,30,0.0,10,2025-04-30,false
237,C-10237,Kristiansen Urheilu AS,,INDEPENDENT,NO,Tromsø,9008,Havnegata 98,NO748500196MVA,kristiansen.urheilu.example,+47 955 41 851,15000.00,60,0.0,8,2020-05-18,true
238,C-10238,Larsen Urheilu AS,,DEPARTMENT_STORE,NO,Bergen,5003,Industriveien 46,NO597642271MVA,larsen.urheilu.example,+47 948 32 225,60000.00,14,7.5,9,2015-12-29,true
239,C-10239,Kittilä Expeditions Oy,,RENTAL_OUTFITTER,FI,Kittilä,99100,Mannerheimintie 10,FI22666375,kittila.expeditions.example,+358 40 789 4078,100000.00,60,10.0,9,2025-01-12,true
240,C-10240,Lindberg Outdoor AB,,INDEPENDENT,SE,Linköping,582 22,Hamngatan 7,SE124814637601,lindberg.outdoor.example,+46 70 965 35 74,5000.00,30,0.0,9,2018-02-09,true
241,C-10241,Kuopio Guides Oy,,RENTAL_OUTFITTER,FI,Kuopio,70100,Mannerheimintie 108,FI59702300,kuopio.guides.example,+358 40 673 8930,10000.00,30,7.5,10,2018-07-13,true
242,C-10242,Kaira Outfitters Oy,,INDEPENDENT,FI,Vaasa,65100,Torikatu 27,FI01109699,kaira.outfitters.example,+358 40 264 5090,5000.00,30,0.0,9,2015-05-10,true
243,C-10243,Trail Adventure GmbH,,INDEPENDENT,DE,Kiel,24103,Hafenstraße 100,DE532820770,trail.adventure.example,+49 40 9273499,25000.00,30,10.0,8,2023-02-01,true
244,C-10244,Copenhagen Urheilu ApS,,INDEPENDENT,DK,Copenhagen,1050,Østergade 57,DK87304245,copenhagen.urheilu.example,+45 13 83 63 13,60000.00,30,12.0,9,2021-01-19,false
245,C-10245,Kayak Fritid Oy,,INDEPENDENT,FI,Turku,20100,Torikatu 107,FI42327762,kayak.fritid.example,+358 40 159 3756,25000.00,14,7.5,10,2024-09-12,true
